BIBLIOTHEQUE/03_COMP-REAS/A Neurosymbolic Approach to Abstraction and Reasoning/A Neurosymbolic Approach to Abstraction and Reasoning.md	292	- 1. Notice that the output grid consists of copies of the 3x3 input grid, arranged in a certain arrangement among a 9x9 grid.
BIBLIOTHEQUE/03_COMP-REAS/A Neurosymbolic Approach to Abstraction and Reasoning/A Neurosymbolic Approach to Abstraction and Reasoning.md	293	- 2. Reframe the question: where should we place copies of the input grid?
BIBLIOTHEQUE/03_COMP-REAS/A Neurosymbolic Approach to Abstraction and Reasoning/A Neurosymbolic Approach to Abstraction and Reasoning.md	294	- 3. Notice that the placement of the input grid matches the outline of a color for each grid. For example, in the first example, the diagonal of grids in the output matches the pattern of green pixels in the input.
BIBLIOTHEQUE/03_COMP-REAS/A Neurosymbolic Approach to Abstraction and Reasoning/A Neurosymbolic Approach to Abstraction and Reasoning.md	295	- 4. Reframe the question: what color should we arrage our grid copies along?
BIBLIOTHEQUE/03_COMP-REAS/A Neurosymbolic Approach to Abstraction and Reasoning/A Neurosymbolic Approach to Abstraction and Reasoning.md	301	5. Notice that the color matched is the most common color in the grid.
BIBLIOTHEQUE/03_COMP-REAS/A Neurosymbolic Approach to Abstraction and Reasoning/A Neurosymbolic Approach to Abstraction and Reasoning.md	317	Figure 12: Solving ARC task 138 from the evaluation set with execution-guided synthesis. Conditioned on the input and output grids, the agent chooses to flip the input horizontally in step one. This action is executed...
BIBLIOTHEQUE/03_COMP-REAS/A Neurosymbolic Approach to Abstraction and Reasoning/A Neurosymbolic Approach to Abstraction and Reasoning.md	321	Figure 13: Left: the function block is directly invertible: given a target grid in its codomain, one can deduce what inputs are needed to produce that target. Right: the function hstack (horizontal stack) is condition...
BIBLIOTHEQUE/03_COMP-REAS/A Neurosymbolic Approach to Abstraction and Reasoning/A Neurosymbolic Approach to Abstraction and Reasoning.md	323	steps laid out for tasks 173 and 303 involve proposing a function that is used to produce the output grid, and deducing the inputs required to correctly produce the output as new intermediate targets before discoverin...
BIBLIOTHEQUE/03_COMP-REAS/A Neurosymbolic Approach to Abstraction and Reasoning/A Neurosymbolic Approach to Abstraction and Reasoning.md	339	In step 1, we determine that the output is the Kronecker product of the input grid with another grid. In step 2, we deduce the second input to kronecker by means of its conditional invertibility <sup>2</sup>. Likewise...
BIBLIOTHEQUE/03_COMP-REAS/A Neurosymbolic Approach to Abstraction and Reasoning/A Neurosymbolic Approach to Abstraction and Reasoning.md	361	For ARC, each "value" is a set of examples, each of which is a grid. Applying an operation implicitly applies the operation to each example in the set to produce a new set of examples as a new value.
BIBLIOTHEQUE/03_COMP-REAS/A Neurosymbolic Approach to Abstraction and Reasoning/A Neurosymbolic Approach to Abstraction and Reasoning.md	395	We evaluate the bidirectional algorithm on a set of 18 ARC symmetry tasks—a subset of those used in Section 3. Here, we provide our agent with six primitives shown in 1. We use a convolutional neural network to embed ...
BIBLIOTHEQUE/03_COMP-REAS/A Neurosymbolic Approach to Abstraction and Reasoning/A Neurosymbolic Approach to Abstraction and Reasoning.md	401	| rotate_cw | rotate grid clockwise | inverse | |
BIBLIOTHEQUE/03_COMP-REAS/A Neurosymbolic Approach to Abstraction and Reasoning/A Neurosymbolic Approach to Abstraction and Reasoning.md	402	| rotate_ccw | rotate grid counterclockwise | inverse | |
BIBLIOTHEQUE/03_COMP-REAS/A Neurosymbolic Approach to Abstraction and Reasoning/A Neurosymbolic Approach to Abstraction and Reasoning.md	403	| vflip | flip grid vertically | inverse | |
BIBLIOTHEQUE/03_COMP-REAS/A Neurosymbolic Approach to Abstraction and Reasoning/A Neurosymbolic Approach to Abstraction and Reasoning.md	404	| hflip | flip grid horizontally | inverse | |
BIBLIOTHEQUE/03_COMP-REAS/A Neurosymbolic Approach to Abstraction and Reasoning/A Neurosymbolic Approach to Abstraction and Reasoning.md	406	Table 1: Primitives used to solve ARC symmetry tasks.
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Attention Span in Transformers/Adaptive Attention Span in Transformers.md	101	Results. In Table 1, we compare our sequential Transformer with the adaptive spans ("Adaptive-Span") of Sec. 2.2 to models of Al-Rfou et al. (2019) and Dai et al. (2019). For small models, our model outperforms the ot...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Attention Span in Transformers/Adaptive Attention Span in Transformers.md	119	Table 1: Character level language modeling on text8. We report bpc for the dev and test sets, as well as, the number of parameters, the average attention spans and total number of FLOPS (an estimate of the number of F...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Attention Span in Transformers/Adaptive Attention Span in Transformers.md	137	Table 2: Results on enwik8. The span limit is S=8192 for the adaptive-span models.
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Attention Span in Transformers/Adaptive Attention Span in Transformers.md	160	Table 3: Comparison between adaptive and dynamic attention span on text8.
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Attention Span in Transformers/Adaptive Attention Span in Transformers.md	164	**Dynamic span.** In Table 3, we show the adaptive and dynamic spans achieved the same performance with comparable average spans on text8. Figure 5 shows how the average dynamic span adapts to the input sequence. The ...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	3	# Adaptive patch selection to improve Vision Transformers through Reinforcement Learning
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	11	In recent years, Transformers have revolutionized the management of Natural Language Processing tasks, and Vision Transformers (ViTs) promise to do the same for Computer Vision ones. However, the adoption of ViTs is h...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	31	search for semantic relationships between input elements. The way Transformers work gives them a big advantage over earlier architectures based on Recurrent Neural Networks (RNNs) and Convolutional Neural Networks (CN...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	41	Token pruning approaches select a subset of tokens based on predefined thresholds; however, they lack the flexibility to dynamically adjust as image complexity varies. For example, methods that rely on predefined thre...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	47	by the previous observations, our approach uses RL to reduce the computational complexity of the attention layers and, consequently, the training time of ViTs. To achieve these goals, we designed and implemented an RL...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	65	Beyond robotics, RL has also demonstrated effectiveness in energy management. For example, the authors of [29] present a multi-agent RL approach that uses multi-agent proximal policy optimization to regulate residenti...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	67	In the context of generative models, RL has been used to refine text-to-image diffusion models. For example, the authors of [32] present DPOK, an RL-based fine-tuning approach that optimizes a model using policy gradi...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	69	RL has also been widely applied in computer vision, where it allows models to dynamically optimize complex tasks that require adaptive decision-making [33–35]. For instance, the authors of [36] present an RL-based app...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	71	RL-based approaches have also been applied to object detection in high-resolution images, especially in remote sensing. For example, the authors of [37] propose an adaptive approach that selects spatial resolution in ...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	73	Another area where RL has shown remarkable effectiveness is feature selection. By dynamically optimizing feature selection, RL reduces redundancy while retaining informative features; thus, it is able to efficiently h...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	83	As for reducing the computational load of ViTs, [65] is one of the first attempts to apply self-supervised learning to ViTs. The authors start from the observation that a multi-stage architecture with sparse self-atte...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	87	The second strand concerns token pruning methods, which includes our approach. Approaches in this strand aim at reducing the number of tokens processed by the transformer layers, thus reducing the computational and me...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	121	The Q-Learning algorithm uses a table that consists of a number of rows equal to the number of observable states and a number of columns equal to the number of possible actions. During the execution of the algorithm, ...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	133	This algorithm struggles when the number of states is high or when the states involved are continuous. In these cases the table is replaced by a neural network, which is referred to as Deep O-Network. It receives the ...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	143	- In (i), the image flows through the first ViT layer, where we extract the output of the attention layer and compute a vector in which each element represents the average attention value of a patch. This vector corre...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	144	- In (ii), the agent receives the state representation s, consisting of the attention values of the N patches, and computes the corresponding Q-values $Q(s, a_i)$ for each of the N possible actions $a_i$ , where each ...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	148	This process is repeated for each image in the training set and for each epoch defined by the user. It is also important to note that the agent does not iteratively update the state-action space after each selection o...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	156	**Fig. 1** AgentViT workflow. AgentViT consists of a ViT and a DDQN-based agent. (i) The image is processed by the first ViT layer, where attention values are extracted and an average attention value per patch is comp...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	160	iterative exploration and exploitation, the agent refines its patch selection strategy to converge on an optimal tradeoff between efficiency and accuracy.
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	162	The RL-based patch selection method can theoretically be viewed as an optimal sequential decision-making process where the agent dynamically adjusts its policy to maximize the cumulative reward over time. Unlike stati...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	164	selects patches based on their contribution to model accuracy while minimizing computational overhead. In addition, the RL agent's reward function acts as a self-regulating mechanism that ensures generalization across...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	172	In the context of the Markov Decision Process, on which the RL mechanism underlying AgentViT is based, a state $s \in \mathcal{S}$ observed by the agent is represented by a vector of N real values, which models the cu...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	177	In this formula $A_{ij}$ represents the attention value assigned to patch i in the j-th dimension. Essentially, this vector represents the average attention value (and therefore importance) given to the patches by the...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	181	The action space $\mathcal{A}$ of AgentViT consists of N discrete actions, each corresponding to the selection of a specific patch. Formally, an action $a_i \in \mathcal{A}$ represents the decision to retain the i-pat...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	183	The first step of the patch selection mechanism regards the Q-network. It starts by computing the Q-values for all possible actions $a_i$ , where $i=1,\ldots,N$ . Then, the patches corresponding to actions with a Q-va...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	188	Indeed, selecting only one patch per image is not sufficient to effectively train a ViT, as it happens in the classic
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	209	from a state $s_t$ and performing an action $a_t$ must consider the goodness of training. We mentioned above that this goodness must take into account both the time necessary for training and the corresponding accurac...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	213	$$\mathcal{R}_t = \alpha \cdot \mathcal{R}_t^{loss} + (1 - \alpha) \cdot \mathcal{R}_t^{patch}$$
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	219	- $\mathcal{R}_{t}^{patch}$ is the reward related to the number of patches;
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/Adaptive Patch Selection for ViTs via Reinforcement Learning.md	220	- $\alpha$ is a value belonging to the real interval [0, 1], used to determine the weight to assign to $\mathcal{R}_t^{loss}$ with respect to $\mathcal{R}_t^{patch}$ .
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	60	The idea of dynamically adjusting computational effort based on input complexity has gained significant traction in recent years. Granas & Dugundji (2003) introduced Adaptive Computation Time (ACT) for recurrent neura...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	92	**Vision Tasks.** For computer vision applications, we implement the prediction network using a lightweight convolutional neural network (CNN) architecture. Specifically, it consists of three convolutional layers with...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	104	| Table 1: MIND-Transformer Deta | | | | | |
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	126	For simplicity, the MIND-Transformer employs the same configurations as a standard Transformer of Vaswani et al. (2017) (see Table 1). The model incorporates fixed point iterations within its self-attention mechanism ...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	161	In this task, an animal is presented with a display of moving dots, some of which move randomly while some move in a coherent direction. The animal must identify the direction of the coherent motion. This task has bee...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	183	Table 2: Performance comparison of the MIND model with ResNet-50 and EfficientNet-B7 on CIFAR-100 and ImageNet. The MIND model parameter count is shown as "Prediction network/Introspection network/Total".
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	194	in image classification tasks. We evaluated our models on CIFAR-100 (Krizhevsky, 2009) and ImageNet (Deng et al., 2009) datasets models using Top-1 and Top-5 accuracy metrics. For ImageNet, we also assessed multi-labe...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	196	Table 3: Performance comparison of different models on WikiText and SQuAD v2.0 datasets. Perplexity (PPL) and bits-per-character (BPC) are reported for language modeling on WikiText-2 and WikiText-103. F1/EM scores ar...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	205	We evaluated performance on language modeling tasks across multiple datasets including WikiText-2 and WikiText-103 datasets (Merity et al., 2016). We compared the MIND model with baseline LSTM models (Yu et al., 2019)...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	211	We evaluated three fixed-depth CNN models—shallow (4 layers), medium (9 layers), and deep (16 layers)—on the CIFAR-100 dataset to compare their performance against the adaptive MIND model. Table 4 shows the performanc...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	215	Table 4: Performance comparison of the MIND model and fixed-depth CNN models with varying input complexity on the CIFAR-100 dataset. The table includes Top-1 and Top-5 accuracy, average layers used, FPI iterations, in...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	230	As shown in Table 5, MIND outperforms traditional static methods like baseline ResNet-50, pruned ResNet-50 (50% sparsity), and 8-bit quantized ResNet-50 in both accuracy and computational efficiency. Specifically, MIN...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	232	Table 5: Comparative analysis of MIND and ResNet-50 variants. The table includes the number of parameters, FLOPs, and Top-1/Top-5 accuracy.
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	248	Despite the sequential nature of the introspection process, MIND achieves superior performance compared to BranchyNet and ResNet-50, as shown in Table 6. MIND delivers 88.2% Top-1 accuracy on ImageNet with average of ...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	250	The MIND model's approach differs fundamentally from recent early exit strategies employed in large language models, such as CALM (Schuster et al., 2022) and LayerSkip (Elhoushi et al., 2024). While these state-of-the...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	252	Table 6: Comparison of MIND model with early exit methods (BranchyNet, SDN) and DEQ variants (Anderson, Broyden) on CIFAR-100, Caltech101, and SUN397 datasets, as well as their computational efficiency on ImageNet.
BIBLIOTHEQUE/03_COMP-REAS/ARC-AGI Without Pretraining (CompressARC)/ARC-AGI Without Pretraining (CompressARC).md	36	ARC-AGI-1 is an artificial intelligence benchmark designed to test a system's ability to acquire new skills from minimal examples (Chollet, 2019). Each puzzle in the benchmark consists of a different hidden rule, whic...
BIBLIOTHEQUE/03_COMP-REAS/ARC-AGI Without Pretraining (CompressARC)/ARC-AGI Without Pretraining (CompressARC).md	40	(a) **Hidden rule:** Shift every object right by one pixel, except the bottom/right edges of the object.
BIBLIOTHEQUE/03_COMP-REAS/ARC-AGI Without Pretraining (CompressARC)/ARC-AGI Without Pretraining (CompressARC).md	60	**Puzzle/solution data format:** Each puzzle takes the form of a tensor of shape [n\_example, width, height, 2], containing color designations for every pixel in the $2 \times n_example$ grids. Here, n\_example counts...
BIBLIOTHEQUE/03_COMP-REAS/ARC-AGI Without Pretraining (CompressARC)/ARC-AGI Without Pretraining (CompressARC).md	87	s P_{\text{filled}} \leftarrow \text{sample}_{\text{seed\_error}}(\text{grid\_logits});
BIBLIOTHEQUE/03_COMP-REAS/ARC-AGI Without Pretraining (CompressARC)/ARC-AGI Without Pretraining (CompressARC).md	131	P_{\text{filled}} \leftarrow \text{sample}_{\text{seed error}}(\text{grid\_logits});
BIBLIOTHEQUE/03_COMP-REAS/ARC-AGI Without Pretraining (CompressARC)/ARC-AGI Without Pretraining (CompressARC).md	160	L \leftarrow \text{KL}(N(\mu, \Sigma)||N(0, I)) + \text{cross-entropy}(\text{grid\_logits}, P);
BIBLIOTHEQUE/03_COMP-REAS/ARC-AGI Without Pretraining (CompressARC)/ARC-AGI Without Pretraining (CompressARC).md	167	P_{\text{filled}} \leftarrow \text{sample}(\text{grid\_logits});
