BIBLIOTHEQUE/03_COMP-REAS/Adaptive Patch Selection for ViTs via Reinforcement Learning/TASK-DOMAINS.md	8	| patch selection | attention values per image patch | 2D (x, y) (inferred) | Fixed (inferred) | Dynamic (inferred) | Direct (inferred) | selected image patches | 2D (...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/TASK-DOMAINS.csv	2	in_dimension=2D (x, y) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/TASK-DOMAINS.csv	3	in_dimension=3D (x, y, t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/TASK-DOMAINS.csv	4	in_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/TASK-DOMAINS.csv	4	out_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/TASK-DOMAINS.csv	5	in_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/TASK-DOMAINS.csv	5	out_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/TASK-DOMAINS.csv	6	in_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/TASK-DOMAINS.csv	6	out_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/TASK-DOMAINS.md	7	| Image classification | images | 2D (x, y) (inferred) | Fixed (inferred) | Dynamic (inferred) | Constructed (inferred) | class label (inferred) | 0D (inferred) | Fixe...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/TASK-DOMAINS.md	8	| Motion direction identification (random dot) | two images (original and shifted dot displays) | 3D (x, y, t) (inferred) | Fixed (inferred) | Dynamic (inferred) | Con...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/TASK-DOMAINS.md	9	| Language modeling | tokens | 1D (t) (inferred) | Capped (inferred) | Dynamic (inferred) | Constructed (inferred) | tokens (inferred) | 1D (t) (inferred) | Capped (in...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/TASK-DOMAINS.md	10	| Question answering | question + passage tokens (inferred) | 1D (t) (inferred) | Capped (inferred) | Dynamic (inferred) | Constructed (inferred) | answer text/tokens ...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/TASK-DOMAINS.md	11	| Summarization | document text tokens (inferred) | 1D (t) (inferred) | Capped (inferred) | Dynamic (inferred) | Constructed (inferred) | summary text/tokens (inferred...
BIBLIOTHEQUE/03_COMP-REAS/ARC-AGI Without Pretraining (CompressARC)/TASK-DOMAINS.csv	2	in_dimension=2D (x, y)
BIBLIOTHEQUE/03_COMP-REAS/ARC-AGI Without Pretraining (CompressARC)/TASK-DOMAINS.csv	2	out_dimension=2D (x, y)
BIBLIOTHEQUE/03_COMP-REAS/ARC-AGI Without Pretraining (CompressARC)/TASK-DOMAINS.md	7	| prediction (output grid) | colored grid pairs (example input/output grids; test input grid) | 2D (x, y) | Capped (inferred) | Static (inferred) | Constructed (inferr...
BIBLIOTHEQUE/03_COMP-REAS/ARC-NCA- Towards Developmental Solutions to the Abstraction and Reasoning Corpus/TASK-DOMAINS.csv	2	in_dimension=2D (x, y)
BIBLIOTHEQUE/03_COMP-REAS/ARC-NCA- Towards Developmental Solutions to the Abstraction and Reasoning Corpus/TASK-DOMAINS.csv	2	out_dimension=2D (x, y)
BIBLIOTHEQUE/03_COMP-REAS/ARC-NCA- Towards Developmental Solutions to the Abstraction and Reasoning Corpus/TASK-DOMAINS.md	7	| visual pattern transformation | 2D grids (input-output example pairs and test input grid) | 2D (x, y) | Capped | Static (inferred) | Constructed (inferred) | output ...
BIBLIOTHEQUE/03_COMP-REAS/ArcMemo- Abstract Reasoning Composition with Lifelong LLM Memory/TASK-DOMAINS.csv	2	in_dimension=2D (x, y) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/ArcMemo- Abstract Reasoning Composition with Lifelong LLM Memory/TASK-DOMAINS.csv	2	out_dimension=2D (x, y) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/ArcMemo- Abstract Reasoning Composition with Lifelong LLM Memory/TASK-DOMAINS.csv	3	in_dimension=2D (x, y) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/ArcMemo- Abstract Reasoning Composition with Lifelong LLM Memory/TASK-DOMAINS.csv	3	out_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/ArcMemo- Abstract Reasoning Composition with Lifelong LLM Memory/TASK-DOMAINS.csv	4	in_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/ArcMemo- Abstract Reasoning Composition with Lifelong LLM Memory/TASK-DOMAINS.csv	4	out_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/ArcMemo- Abstract Reasoning Composition with Lifelong LLM Memory/TASK-DOMAINS.csv	5	in_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/ArcMemo- Abstract Reasoning Composition with Lifelong LLM Memory/TASK-DOMAINS.csv	5	out_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/ArcMemo- Abstract Reasoning Composition with Lifelong LLM Memory/TASK-DOMAINS.md	7	| Grid transformation prediction (ARC puzzle solving) | input-output example pixel grids and test input grids | 2D (x, y) (inferred) | Not specified in the paper. | Dy...
BIBLIOTHEQUE/03_COMP-REAS/ArcMemo- Abstract Reasoning Composition with Lifelong LLM Memory/TASK-DOMAINS.md	8	| Program synthesis of grid transformation function | input-output example pixel grids | 2D (x, y) (inferred) | Not specified in the paper. | Dynamic (inferred) | Cons...
BIBLIOTHEQUE/03_COMP-REAS/ArcMemo- Abstract Reasoning Composition with Lifelong LLM Memory/TASK-DOMAINS.md	9	| Concept abstraction (memory writing) | solution traces / reasoning steps (text) | 1D (t) (inferred) | Not specified in the paper. | Not specified in the paper. | Con...
BIBLIOTHEQUE/03_COMP-REAS/ArcMemo- Abstract Reasoning Composition with Lifelong LLM Memory/TASK-DOMAINS.md	10	| Memory selection (relevant concept retrieval) | problem descriptions and memory entries (text) | 1D (t) (inferred) | Not specified in the paper. | Dynamic (inferred)...
BIBLIOTHEQUE/03_COMP-REAS/ArcMemo- Abstract Reasoning Composition with Lifelong LLM Memory/TASK-DOMAINS.md	11	| Puzzle captioning (grid-to-text description) | ARC puzzle pixel grids | 2D (x, y) (inferred) | Not specified in the paper. | Not specified in the paper. | Not specif...
BIBLIOTHEQUE/03_COMP-REAS/Autoregressive Modeling as Iterative Latent Equilibrium (Equilibrium Transformers, EqT)/TASK-DOMAINS.csv	2	in_dimension=1D (t)
BIBLIOTHEQUE/03_COMP-REAS/Autoregressive Modeling as Iterative Latent Equilibrium (Equilibrium Transformers, EqT)/TASK-DOMAINS.csv	3	in_dimension=1D (t)
BIBLIOTHEQUE/03_COMP-REAS/Autoregressive Modeling as Iterative Latent Equilibrium (Equilibrium Transformers, EqT)/TASK-DOMAINS.csv	3	out_dimension=1D (t)
BIBLIOTHEQUE/03_COMP-REAS/Autoregressive Modeling as Iterative Latent Equilibrium (Equilibrium Transformers, EqT)/TASK-DOMAINS.md	7	| Next-token prediction (autoregressive language modeling) | tokens (context) | 1D (t) | Capped (inferred) | Static (inferred) | Constructed | next token | 0D | Fixed |
BIBLIOTHEQUE/03_COMP-REAS/Autoregressive Modeling as Iterative Latent Equilibrium (Equilibrium Transformers, EqT)/TASK-DOMAINS.md	8	| Binary cumulative parity prediction | bit sequence | 1D (t) | Capped | Static (inferred) | Constructed | cumulative XOR bits | 1D (t) | Capped |
BIBLIOTHEQUE/03_COMP-REAS/Beyond A-- Planning with Transformers/TASK-DOMAINS.csv	2	in_dimension=2D (x, y)
BIBLIOTHEQUE/03_COMP-REAS/Beyond A-- Planning with Transformers/TASK-DOMAINS.csv	2	out_dimension=1D (t)
BIBLIOTHEQUE/03_COMP-REAS/Beyond A-- Planning with Transformers/TASK-DOMAINS.csv	3	in_dimension=2D (x, y)
BIBLIOTHEQUE/03_COMP-REAS/Beyond A-- Planning with Transformers/TASK-DOMAINS.csv	3	out_dimension=1D (t)
BIBLIOTHEQUE/03_COMP-REAS/Beyond A-- Planning with Transformers/TASK-DOMAINS.md	7	| Planning (maze navigation shortest path) | Maze grid (walls, start, goal) | 2D (x, y) | Not specified in the paper. | Static (inferred) | Direct (inferred) | Plan (s...
BIBLIOTHEQUE/03_COMP-REAS/Beyond A-- Planning with Transformers/TASK-DOMAINS.md	8	| Planning (Sokoban puzzle solving) | Sokoban grid (worker, boxes, docks) | 2D (x, y) | Fixed | Static (inferred) | Direct (inferred) | Plan (sequence of moves), optio...
BIBLIOTHEQUE/03_COMP-REAS/Beyond Brute Force- A Neuro-Symbolic Architecture for Compositional Reasoning in ARC-AGI-2/TASK-DOMAINS.csv	2	in_dimension=2D (x
BIBLIOTHEQUE/03_COMP-REAS/Beyond Brute Force- A Neuro-Symbolic Architecture for Compositional Reasoning in ARC-AGI-2/TASK-DOMAINS.md	7	| grid-to-grid transformation prediction (ARC-AGI-2 puzzles) | input-output grid examples and test input grid (color grids) | 2D (x, y) | Capped (inferred) | Static | ...
BIBLIOTHEQUE/03_COMP-REAS/Combining Induction and Transduction for Abstract Reasoning/TASK-DOMAINS.csv	2	in_dimension=2D (x, y)
BIBLIOTHEQUE/03_COMP-REAS/Combining Induction and Transduction for Abstract Reasoning/TASK-DOMAINS.csv	2	out_dimension=2D (x, y)
BIBLIOTHEQUE/03_COMP-REAS/Combining Induction and Transduction for Abstract Reasoning/TASK-DOMAINS.csv	3	in_dimension=2D (x, y)
BIBLIOTHEQUE/03_COMP-REAS/Combining Induction and Transduction for Abstract Reasoning/TASK-DOMAINS.csv	3	out_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/Combining Induction and Transduction for Abstract Reasoning/TASK-DOMAINS.md	7	| few-shot grid transformation (output prediction) | training input-output grid pairs + test input grid (colored grids) | 2D (x, y) | Capped | Not specified in the pap...
BIBLIOTHEQUE/03_COMP-REAS/Combining Induction and Transduction for Abstract Reasoning/TASK-DOMAINS.md	8	| program synthesis (function induction) | training input-output grid pairs + test input grid (colored grids) | 2D (x, y) | Capped | Not specified in the paper. | Cons...
BIBLIOTHEQUE/03_COMP-REAS/ConceptMoE- Adaptive Token-to-Concept Compression for Implicit Compute Allocation/TASK-DOMAINS.csv	2	in_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/ConceptMoE- Adaptive Token-to-Concept Compression for Implicit Compute Allocation/TASK-DOMAINS.csv	2	out_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/ConceptMoE- Adaptive Token-to-Concept Compression for Implicit Compute Allocation/TASK-DOMAINS.csv	3	in_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/ConceptMoE- Adaptive Token-to-Concept Compression for Implicit Compute Allocation/TASK-DOMAINS.csv	3	out_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/ConceptMoE- Adaptive Token-to-Concept Compression for Implicit Compute Allocation/TASK-DOMAINS.csv	4	in_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/ConceptMoE- Adaptive Token-to-Concept Compression for Implicit Compute Allocation/TASK-DOMAINS.csv	4	out_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/ConceptMoE- Adaptive Token-to-Concept Compression for Implicit Compute Allocation/TASK-DOMAINS.csv	5	in_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/ConceptMoE- Adaptive Token-to-Concept Compression for Implicit Compute Allocation/TASK-DOMAINS.csv	5	out_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/ConceptMoE- Adaptive Token-to-Concept Compression for Implicit Compute Allocation/TASK-DOMAINS.md	7	| text reasoning | text tokens (inferred) | 1D (t) (inferred) | Capped (inferred) | Dynamic (inferred) | Constructed (inferred) | text tokens (inferred) | 1D (t) (infe...
BIBLIOTHEQUE/03_COMP-REAS/ConceptMoE- Adaptive Token-to-Concept Compression for Implicit Compute Allocation/TASK-DOMAINS.md	8	| mathematics | text tokens (inferred) | 1D (t) (inferred) | Capped (inferred) | Dynamic (inferred) | Constructed (inferred) | text tokens (inferred) | 1D (t) (inferre...
BIBLIOTHEQUE/03_COMP-REAS/ConceptMoE- Adaptive Token-to-Concept Compression for Implicit Compute Allocation/TASK-DOMAINS.md	9	| code generation | text tokens (inferred) | 1D (t) (inferred) | Capped (inferred) | Dynamic (inferred) | Constructed (inferred) | text tokens (inferred) | 1D (t) (inf...
BIBLIOTHEQUE/03_COMP-REAS/ConceptMoE- Adaptive Token-to-Concept Compression for Implicit Compute Allocation/TASK-DOMAINS.md	10	| knowledge retrieval | text tokens (inferred) | 1D (t) (inferred) | Capped (inferred) | Dynamic (inferred) | Constructed (inferred) | text tokens (inferred) | 1D (t) ...
BIBLIOTHEQUE/03_COMP-REAS/ConceptMoE- Adaptive Token-to-Concept Compression for Implicit Compute Allocation/TASK-DOMAINS.md	11	| needle-in-haystack | text tokens (inferred) | 1D (t) (inferred) | Capped (inferred) | Dynamic (inferred) | Constructed (inferred) | text tokens (inferred) | 1D (t) (...
BIBLIOTHEQUE/03_COMP-REAS/ConceptMoE- Adaptive Token-to-Concept Compression for Implicit Compute Allocation/TASK-DOMAINS.md	12	| long context summarization | text tokens (inferred) | 1D (t) (inferred) | Capped (inferred) | Dynamic (inferred) | Constructed (inferred) | text tokens (inferred) | ...
BIBLIOTHEQUE/03_COMP-REAS/DeeBERT- Dynamic Early Exiting for Accelerating BERT Inference/TASK-DOMAINS.csv	2	in_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/DeeBERT- Dynamic Early Exiting for Accelerating BERT Inference/TASK-DOMAINS.md	7	| classification | natural language text (inferred) | 1D (t) (inferred) | Not specified in the paper. | Dynamic (inferred) | Constructed (inferred) | class label | 0D ...
BIBLIOTHEQUE/03_COMP-REAS/Deep Equilibrium Models/TASK-DOMAINS.csv	2	in_dimension=1D (t)
BIBLIOTHEQUE/03_COMP-REAS/Deep Equilibrium Models/TASK-DOMAINS.csv	2	out_dimension=1D (t)
BIBLIOTHEQUE/03_COMP-REAS/Deep Equilibrium Models/TASK-DOMAINS.csv	3	in_dimension=1D (t)
BIBLIOTHEQUE/03_COMP-REAS/Deep Equilibrium Models/TASK-DOMAINS.csv	3	out_dimension=1D (t)
BIBLIOTHEQUE/03_COMP-REAS/Deep Equilibrium Models/TASK-DOMAINS.md	7	| sequence prediction (copy memory) | 1D symbol sequence (integers 1-9 with zeros; delimiter 9) | 1D (t) | Fixed | Static (inferred) | Constructed (inferred) | symbol ...
BIBLIOTHEQUE/03_COMP-REAS/Deep Equilibrium Models/TASK-DOMAINS.md	8	| language modeling (word-level) | word token sequence (word embeddings) | 1D (t) | Fixed | Static (inferred) | Constructed (inferred) | word token sequence prediction...
BIBLIOTHEQUE/03_COMP-REAS/DeepSeek-R1- Incentivizing Reasoning Capability in LLMs via Reinforcement Learning/TASK-DOMAINS.csv	2	in_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/DeepSeek-R1- Incentivizing Reasoning Capability in LLMs via Reinforcement Learning/TASK-DOMAINS.csv	2	out_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/DeepSeek-R1- Incentivizing Reasoning Capability in LLMs via Reinforcement Learning/TASK-DOMAINS.csv	3	in_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/DeepSeek-R1- Incentivizing Reasoning Capability in LLMs via Reinforcement Learning/TASK-DOMAINS.csv	3	out_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/DeepSeek-R1- Incentivizing Reasoning Capability in LLMs via Reinforcement Learning/TASK-DOMAINS.csv	4	in_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/DeepSeek-R1- Incentivizing Reasoning Capability in LLMs via Reinforcement Learning/TASK-DOMAINS.csv	4	out_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/DeepSeek-R1- Incentivizing Reasoning Capability in LLMs via Reinforcement Learning/TASK-DOMAINS.csv	5	in_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/DeepSeek-R1- Incentivizing Reasoning Capability in LLMs via Reinforcement Learning/TASK-DOMAINS.csv	5	out_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/DeepSeek-R1- Incentivizing Reasoning Capability in LLMs via Reinforcement Learning/TASK-DOMAINS.md	7	| Mathematical problem solving | text prompts/questions | 1D (t) (inferred) | Not specified in the paper. | Not specified in the paper. | Not specified in the paper. |...
BIBLIOTHEQUE/03_COMP-REAS/DeepSeek-R1- Incentivizing Reasoning Capability in LLMs via Reinforcement Learning/TASK-DOMAINS.md	8	| Coding competition problem solving | text prompts/questions | 1D (t) (inferred) | Not specified in the paper. | Not specified in the paper. | Not specified in the pa...
BIBLIOTHEQUE/03_COMP-REAS/DeepSeek-R1- Incentivizing Reasoning Capability in LLMs via Reinforcement Learning/TASK-DOMAINS.md	9	| Software engineering coding tasks | text prompts/questions | 1D (t) (inferred) | Not specified in the paper. | Not specified in the paper. | Not specified in the pap...
BIBLIOTHEQUE/03_COMP-REAS/DeepSeek-R1- Incentivizing Reasoning Capability in LLMs via Reinforcement Learning/TASK-DOMAINS.md	10	| Knowledge question answering (educational) | text prompts/questions | 1D (t) (inferred) | Not specified in the paper. | Not specified in the paper. | Not specified i...
BIBLIOTHEQUE/03_COMP-REAS/DeepSeek-R1- Incentivizing Reasoning Capability in LLMs via Reinforcement Learning/TASK-DOMAINS.md	11	| Factual question answering | text prompts/questions | 1D (t) (inferred) | Not specified in the paper. | Not specified in the paper. | Not specified in the paper. | t...
BIBLIOTHEQUE/03_COMP-REAS/DeepSeek-R1- Incentivizing Reasoning Capability in LLMs via Reinforcement Learning/TASK-DOMAINS.md	12	| Long-context document QA/analysis | text prompts/questions | 1D (t) (inferred) | Not specified in the paper. | Not specified in the paper. | Not specified in the pap...
BIBLIOTHEQUE/03_COMP-REAS/Deformable DETR- Deformable Transformers for End-to-End Object Detection/TASK-DOMAINS.csv	2	in_dimension=2D (x, y) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/Deformable DETR- Deformable Transformers for End-to-End Object Detection/TASK-DOMAINS.csv	2	out_dimension=2D (x, y) (inferred); 0D (inferred)
BIBLIOTHEQUE/03_COMP-REAS/Deformable DETR- Deformable Transformers for End-to-End Object Detection/TASK-DOMAINS.md	7	| Object detection | Images (feature maps) | 2D (x, y) (inferred) | Not specified in the paper. | Dynamic (inferred) | Constructed (inferred) | Bounding boxes and clas...
BIBLIOTHEQUE/03_COMP-REAS/Depth-Adaptive Transformers/TASK-DOMAINS.csv	2	in_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/Depth-Adaptive Transformers/TASK-DOMAINS.csv	2	out_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/Depth-Adaptive Transformers/TASK-DOMAINS.md	7	| translation (sequence-to-sequence generation) | source sequence tokens (x) | 1D (t) (inferred) | Not specified in the paper. | Static (inferred) | Direct (inferred) ...
BIBLIOTHEQUE/03_COMP-REAS/Depth-Adaptive Transformers/TASK-DOMAINS.md	16	- "Given a pair of source-target sequences (x, y), x is processed with the encoder to give representations s = (s1, \dots, s|x|). Next, the decoder generates y step-by...
BIBLIOTHEQUE/03_COMP-REAS/DiffSAT- Differential MaxSAT Layer for SAT Solving/TASK-DOMAINS.csv	2	in_dimension=2D (x, y) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/DiffSAT- Differential MaxSAT Layer for SAT Solving/TASK-DOMAINS.csv	2	out_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/DiffSAT- Differential MaxSAT Layer for SAT Solving/TASK-DOMAINS.md	7	| Satisfying assignment search (SAT solving) | CNF formula (clauses/literals) | 2D (x, y) (inferred) | Open (inferred) | Dynamic (inferred) | Constructed (inferred) | ...
BIBLIOTHEQUE/03_COMP-REAS/Don't throw the baby out with the bathwater- How and why deep learning for ARC/TASK-DOMAINS.csv	2	in_dimension=2D (x, y)
BIBLIOTHEQUE/03_COMP-REAS/Don't throw the baby out with the bathwater- How and why deep learning for ARC/TASK-DOMAINS.csv	2	out_dimension=2D (x, y)
BIBLIOTHEQUE/03_COMP-REAS/Don't throw the baby out with the bathwater- How and why deep learning for ARC/TASK-DOMAINS.csv	3	in_dimension=2D (x, y)
BIBLIOTHEQUE/03_COMP-REAS/Don't throw the baby out with the bathwater- How and why deep learning for ARC/TASK-DOMAINS.csv	3	out_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/Don't throw the baby out with the bathwater- How and why deep learning for ARC/TASK-DOMAINS.csv	4	in_dimension=2D (x, y)
BIBLIOTHEQUE/03_COMP-REAS/Don't throw the baby out with the bathwater- How and why deep learning for ARC/TASK-DOMAINS.csv	4	out_dimension=1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/Don't throw the baby out with the bathwater- How and why deep learning for ARC/TASK-DOMAINS.csv	5	in_dimension=2D (x, y); 1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/Don't throw the baby out with the bathwater- How and why deep learning for ARC/TASK-DOMAINS.csv	5	out_dimension=2D (x, y); 1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/Don't throw the baby out with the bathwater- How and why deep learning for ARC/TASK-DOMAINS.md	7	| Grid-to-grid transformation (ARC riddle solving) | ARC grid-pairs (input/output grids) and test input grid | 2D (x, y) | Not specified in the paper. | Static (inferr...
BIBLIOTHEQUE/03_COMP-REAS/Don't throw the baby out with the bathwater- How and why deep learning for ARC/TASK-DOMAINS.md	8	| DSL function name/parameter prediction (ARC) | ARC riddle grids | 2D (x, y) | Not specified in the paper. | Static (inferred) | Constructed (inferred) | DSL function...
BIBLIOTHEQUE/03_COMP-REAS/Don't throw the baby out with the bathwater- How and why deep learning for ARC/TASK-DOMAINS.md	9	| Code generation for ARC riddle solutions | ARC riddle grids | 2D (x, y) | Not specified in the paper. | Not specified in the paper. | Not specified in the paper. | c...
BIBLIOTHEQUE/03_COMP-REAS/Don't throw the baby out with the bathwater- How and why deep learning for ARC/TASK-DOMAINS.md	10	| Multimodal grid representation translation | grid representations (Base64 images; text; English descriptions; code) | 2D (x, y); 1D (t) (inferred) | Not specified in...
BIBLIOTHEQUE/03_COMP-REAS/Don't throw the baby out with the bathwater- How and why deep learning for ARC/TASK-DOMAINS.md	11	| PCFG string-operation tasks with function name generation | strings (few-shot examples) | 1D (t) (inferred) | Not specified in the paper. | Not specified in the pape...
BIBLIOTHEQUE/03_COMP-REAS/Don't throw the baby out with the bathwater- How and why deep learning for ARC/TASK-DOMAINS.md	13	| Arithmetic code generation | Not specified in the paper. | Not specified in the paper. | Not specified in the paper. | Not specified in the paper. | Not specified in...
BIBLIOTHEQUE/03_COMP-REAS/DriveWorld- 4D Pre-trained Scene Understanding via World Models for Autonomous Driving/TASK-DOMAINS.csv	2	in_dimension=3D (x, y, t) (inferred); 1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/DriveWorld- 4D Pre-trained Scene Understanding via World Models for Autonomous Driving/TASK-DOMAINS.csv	2	out_dimension=4D (x, y, z, t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/DriveWorld- 4D Pre-trained Scene Understanding via World Models for Autonomous Driving/TASK-DOMAINS.csv	3	in_dimension=3D (x, y, t) (inferred); 1D (t) (inferred)
BIBLIOTHEQUE/03_COMP-REAS/DriveWorld- 4D Pre-trained Scene Understanding via World Models for Autonomous Driving/TASK-DOMAINS.csv	3	out_dimension=1D (t) (inferred)
